question_id,question_text,topic_ids,topic_names,subfields,degree
6149b23ea8bc836f70c18a84,What can you do proactively to keep people away from a breakdown?,729ac4b4-de8e-4c71-97c2-b2ffa0d8b322,Death and Suicide,"Clinical Psychology,Health Psychology",
6149b23ea8bc838f95c18a83,"What risk factors should you look out for, to identify a real suicide risk from person having a bad day?",729ac4b4-de8e-4c71-97c2-b2ffa0d8b322,Death and Suicide,"Clinical Psychology,Health Psychology",
6149b23ea8bc83bca7c18a82,How you known someone who committed suicide in the Navy?,729ac4b4-de8e-4c71-97c2-b2ffa0d8b322,Death and Suicide,"Clinical Psychology,Social Psychology",
6149b23ea8bc83d049c18a80,How should you respond to someone who has thoughts of suicide?,729ac4b4-de8e-4c71-97c2-b2ffa0d8b322,Death and Suicide,"Clinical Psychology,Social Psychology",
6149b38ca8bc83187ac18e80,Is sexual harassment common? What kinds?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
6149b38ca8bc831b8ec18e89,"In terms of inappropriate sexual behavior, when should you handle it yourself versus get an expert?",55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Industrial and Organizational Psychology,Forensic and Public Service Psychology",
6149b38ca8bc831f71c18e7c,What are signs you should look out for that might mean there is discrimination?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
6149b38ca8bc832487c18e7b,What do you do to avoid bias when evaluating sailors?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Industrial and Organizational Psychology,Social Psychology",
6149b38ca8bc8329d4c18e8a,Who is the first things to do if someone tells you about a sexual assault?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Clinical Psychology,Forensic and Public Service Psychology",
6149b38ca8bc832a0ec18e81,What other kinds of harassment do you see?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
6149b38ca8bc833709c18e8d,"What are the roles of different resources to respond to sexual assault? (e.g., chaplain, SAPRO)",55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Clinical Psychology,Industrial and Organizational Psychology",
6149b38ca8bc833918c18e7f,How important is sexual misconduct compared to keeping the ship in good order?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Industrial and Organizational Psychology,Social Psychology",
6149b38ca8bc834078c18e8c,"What resources really help to prevent harassment or assault, in your experience?",55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
6149b38ca8bc834088c18e7e,Describe any instances of sexual impropriety in your workplace and the consequences.,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
6149b38ca8bc8343f9c18e86,When shouldn't you deal with a misconduct issue at the lowest level?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Industrial and Organizational Psychology,Forensic and Public Service Psychology",
6149b38ca8bc836203c18e7a,What is the ratio of men and women on a ship?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
6149b38ca8bc836515c18e88,When is a formal report necessary for a harassment or sexual assault claim?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Forensic and Public Service Psychology,Industrial and Organizational Psychology",
6149b38ca8bc838198c18e87,"When you are in charge, what are the boundaries that you set for sailors? (e.g., touching, sharing rooms offbase)",55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Industrial and Organizational Psychology,Social Psychology",
6149b38ca8bc8386edc18e8b,"What should you do if someone has been assaulted or harassed, but leadership doesn't seem to be following up?",55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Industrial and Organizational Psychology,Social Psychology",
6149b38ca8bc838e7ec18e7d,Can you date while on a ship?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
6149b38ca8bc839755c18e84,"How do I deal with differences (e.g., generational, cultural) in views of appropriate boundaries?",55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Developmental Psychology",
6149b38ca8bc83c089c18e85,"How do you motivate sailors to act appropriately, if they think their behavior is harmless?",55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
6149b38ca8bc83efc4c18e83,What kinds of behaviors do you ban that are sometimes allowed in the Navy?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Industrial and Organizational Psychology,Social Psychology",
6149b38ca8bc83f783c18e82,"What situations have a higher risk for harassment or sexual assault? (e.g., duty cycles, locations, events)",55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
6149b527a8bc8308eac192b9,How will my experience transfer to civilian jobs outside of the Navy?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Industrial and Organizational Psychology,Developmental Psychology",
6149b527a8bc830eefc192bd,How can you tell if someone will be a good mentor?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Social Psychology,Developmental Psychology",
6149b527a8bc831271c192a7,What is a good strategy for setting goals and priorities to advance?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Industrial and Organizational Psychology,Developmental Psychology",
6149b527a8bc8313c0c192c6,What are you doing daily to ensure your growth and development continues?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Developmental Psychology,Industrial and Organizational Psychology",
6149b527a8bc831467c192c7,How often do you receive recognition and advancement for contributions?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Industrial and Organizational Psychology,Social Psychology",
6149b527a8bc83219ac192bb,Tell me about a mentor that you have or had. How did that person positively influence your academic decisions?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Educational/School Psychology,Developmental Psychology",
6149b527a8bc8326d5c192ab,Who gave you the best advice about your life?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Social Psychology,Developmental Psychology",
6149b527a8bc8327fcc192c1,"How important is it to have the right training, degree or experience?",97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Educational/School Psychology,Industrial and Organizational Psychology",
6149b527a8bc83297dc192b5,Who gave you the best advice about your career?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Industrial and Organizational Psychology,Social Psychology",
6149b527a8bc83319dc192b6,How can I request to work in a certain area or field?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Industrial and Organizational Psychology,Social Psychology",
6149b527a8bc8333d8c192aa,Who are all the people I should talk to before making a major career choice?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Social Psychology,Industrial and Organizational Psychology",
6149b527a8bc833b32c192ad,How can I tell who I can really rely on?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Social Psychology,Developmental Psychology",
6149b527a8bc833c79c192ae,What advice did you listen to from others that helped you advance?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Social Psychology,Industrial and Organizational Psychology",
6149b527a8bc83434cc192af,What advice did people tell you that you wished you had heeded?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Developmental Psychology,Social Psychology",
6149b527a8bc834887c192c4,How often have you been presented with challenging new skills to learn?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Educational/School Psychology,Developmental Psychology",
6149b527a8bc8353e8c192b2,What range of tasks and opportunities does this field present to allow me to grow?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Developmental Psychology,Industrial and Organizational Psychology",
6149b527a8bc835b56c192b8,How do the educational benefits of the military work?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Educational/School Psychology,Industrial and Organizational Psychology",
6149b527a8bc8363b2c192ac,In what ways would your career have benefited from better advice?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Developmental Psychology,Industrial and Organizational Psychology",
6149b527a8bc8363bcc192b3,What leaders do you look up to for guidance?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Social Psychology,Industrial and Organizational Psychology",
6149b527a8bc83677fc192be,"If I don't have a mentor, how can I find good one?",97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Social Psychology,Developmental Psychology",
6149b527a8bc83696fc192bc,Who is a person that you considered as a role model early in your life? How and why does this person impact your life?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Developmental Psychology,Social Psychology",
6149b527a8bc8379e0c192c2,What do you believe will be the most important factors that will shape your future?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Developmental Psychology,Social Psychology",
6149b527a8bc838289c192c8,What are the ribbons/awards that you've gotten?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Industrial and Organizational Psychology,Social Psychology",
6149b527a8bc83a082c192b0,What question have I not asked you that I should have asked you?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Social Psychology,Developmental Psychology",
6149b527a8bc83a1ebc192c0,What happens when you separate from the military?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Industrial and Organizational Psychology,Developmental Psychology",
6149b527a8bc83a764c192b4,What opportunity would I have to change careers/fields?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Industrial and Organizational Psychology,Developmental Psychology",
6149b527a8bc83bf0dc192c3,How do you continue to improve your skills during your career?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Developmental Psychology,Educational/School Psychology",
6149b527a8bc83cd85c192b1,Should I go to college now or after serving?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Educational/School Psychology,Developmental Psychology",
6149b527a8bc83d36bc192bf,What is your plan to reach your career/life goal?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Developmental Psychology,Industrial and Organizational Psychology",
6149b527a8bc83def4c192b7,How much value does your organization put on education and training?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Educational/School Psychology,Industrial and Organizational Psychology",
6149b527a8bc83ee2bc192ba,Who has influenced you the most?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Social Psychology,Developmental Psychology",
6149b527a8bc83ee87c192a8,What are the most important things on a resume?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Industrial and Organizational Psychology,Social Psychology",
6149b527a8bc83f235c192a6,What is the advancement potential in the field? What is a typical path?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Industrial and Organizational Psychology,Developmental Psychology",
6149b527a8bc83fd47c192c5,How much of your free time do you spend learning new tasks?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Educational/School Psychology,Developmental Psychology",
6149b527a8bc83fe6ec192a9,Where can a person get access to a new role that will help me advance?,97681938-4067-40ce-8fc7-2f9eb7b6cfbc,Mentoring,"Industrial and Organizational Psychology,Social Psychology",
6149b607a8bc832dc5c19735,What processes can ensure that tasks don't fall through the cracks?,682ba43b-dfca-419b-ab7c-14dd49c6fe10,Admin and Big Navy,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
6149b607a8bc833e71c1972c,What keeps you up at night?,89cddffe-4221-438d-8d32-e082e30c52f8,Motivation,"Health Psychology,Social Psychology",
6149b607a8bc8347fbc19734,What is red flag in an evaluation that is easy to miss?,682ba43b-dfca-419b-ab7c-14dd49c6fe10,Admin and Big Navy,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
6149b607a8bc834ab1c1972f,What new administrative tasks will I need to do as a leader?,682ba43b-dfca-419b-ab7c-14dd49c6fe10,Admin and Big Navy,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
6149b607a8bc8350b8c19727,Are you happy with your job?,89cddffe-4221-438d-8d32-e082e30c52f8,Motivation,"Health Psychology,Industrial and Organizational Psychology",
6149b607a8bc8355eec1972a,What makes you proud?,89cddffe-4221-438d-8d32-e082e30c52f8,Motivation,"Social Psychology,Health Psychology",
6149b607a8bc836168c19731,How can I make paperwork go faster?,682ba43b-dfca-419b-ab7c-14dd49c6fe10,Admin and Big Navy,"Human Factors and Engineering Psychology,Industrial and Organizational Psychology",
6149b607a8bc836ce5c19736,What organizations were most helpful to you in your career?,682ba43b-dfca-419b-ab7c-14dd49c6fe10,Admin and Big Navy,"Industrial and Organizational Psychology,Social Psychology",
6149b607a8bc83718ec19732,How to write an evaluation of a sailor who is truly amazing and must be promoted?,682ba43b-dfca-419b-ab7c-14dd49c6fe10,Admin and Big Navy,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
6149b607a8bc837525c1972e,How do you define success?,89cddffe-4221-438d-8d32-e082e30c52f8,Motivation,"Social Psychology,Developmental Psychology",
6149b607a8bc8389f3c19730,Describe the technological environment in which you've worked.,682ba43b-dfca-419b-ab7c-14dd49c6fe10,Admin and Big Navy,"Human Factors and Engineering Psychology,Industrial and Organizational Psychology",
6149b607a8bc83b07dc19737,What Big Navy resources should I rely most on and why?,682ba43b-dfca-419b-ab7c-14dd49c6fe10,Admin and Big Navy,"Industrial and Organizational Psychology,Social Psychology",
6149b607a8bc83be7fc1972d,What has been your greatest success?,89cddffe-4221-438d-8d32-e082e30c52f8,Motivation,"Social Psychology,Developmental Psychology",
6149b607a8bc83c10dc1972b,How and where do you find inspiration?,89cddffe-4221-438d-8d32-e082e30c52f8,Motivation,"Social Psychology,Health Psychology",
6149b607a8bc83dee3c19733,"How to write an evaluation of a sailor who has some problems, but is still useful?",682ba43b-dfca-419b-ab7c-14dd49c6fe10,Admin and Big Navy,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
6149b607a8bc83e505c19728,How can your work change the world?,89cddffe-4221-438d-8d32-e082e30c52f8,Motivation,"Social Psychology,Developmental Psychology",
6149b607a8bc83ea58c19729,What is the most important lesson about life you have learned?,89cddffe-4221-438d-8d32-e082e30c52f8,Motivation,"Developmental Psychology,Social Psychology",
6271cfdcc1035a0b525080eb,What is the difference between a restricted vs. unrestricted report of assault?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Forensic and Public Service Psychology,Industrial and Organizational Psychology",
6271cfdcc1035a25145080ed,How to help ensure everyone has a voice rather than a majority clique dominating/shutting out other perspectives?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
6271cfdcc1035a4c205080ec,"What are some ways you can encourage a team support a possible victim of assault, rather than become defensive or hostile in the team?",55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Clinical Psychology",
6271cfdcc1035a55a45080ea,How much does sexual misconduct affect a team compared to other bad behaviors?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
6271d017c1035a04e55086e2,"Are there specific strategies to deal with grief at a time when you can't take a breather? (e.g., active engagement/conflict)",729ac4b4-de8e-4c71-97c2-b2ffa0d8b322,Death and Suicide,"Clinical Psychology,Health Psychology",
6271d017c1035a5d725086e1,What are some good tips for dealing with grief?,729ac4b4-de8e-4c71-97c2-b2ffa0d8b322,Death and Suicide,"Clinical Psychology,Health Psychology",
6271d04ac1035a21d3508cda,What is the best way to develop ones' skills in working in and with teams?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Social Psychology,Industrial and Organizational Psychology",
6274442662907924cf9ef2e5,When should you step in if you feel like somebody might be getting harassed? What's a good way to do it?,55cbaddc-984e-4f8b-84ff-b92bd83017ae,Sexual Violence,"Social Psychology,Industrial and Organizational Psychology",
627444266290793c059ef2e4,What's a good way to ask someone if they are suicidal?,729ac4b4-de8e-4c71-97c2-b2ffa0d8b322,Death and Suicide,"Clinical Psychology,Social Psychology",
62744426629079cc739ef2e3,How can I get a plan in place to help ensure a suicidal person has someone to contact?,729ac4b4-de8e-4c71-97c2-b2ffa0d8b322,Death and Suicide,"Clinical Psychology,Social Psychology",
6274494d62907931c09f0100,When should you take the blame for a problem you didn't cause?,e645c4ea-7067-497a-9da8-b3663b640069,Challenges,"Social Psychology,Industrial and Organizational Psychology",
62744c87629079d3919f0e79,What can you do to help sailors who have a task that is very hard and they did not expect or get trained for?,e645c4ea-7067-497a-9da8-b3663b640069,Challenges,"Educational/School Psychology,Industrial and Organizational Psychology",
62746e2c629079afd0a7b1da,"How do you help morale? (e.g., when the crew was supposed to go home but needs to stay active/at sea?)",3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Social Psychology,Industrial and Organizational Psychology",
62746f3a62907967bfa86773,Who are the core team members (inner circle) who you relied on as a leader?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Social Psychology,Industrial and Organizational Psychology",
62746f69629079d67ea86e23,"If you have trouble listening well, what strategies can help you listen well?",e645c4ea-7067-497a-9da8-b3663b640069,Challenges,"Social Psychology,Clinical Psychology",
62746f816290795b16a874d5,What have you done that got a lot press?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
641a86f4316eef634bb6838b,What are the qualifications for your job?,e42130bf-a81d-4e35-83f0-62e26ae496a7,About the Job,"Industrial and Organizational Psychology,Educational/School Psychology",
641a86f4316eef634bb6838c,What was your graduate school application process like?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Developmental Psychology",
64825b7af399ed82b8033cd0,And where did you go to medical school and what residency programs did you complete?,347aad05-b9b6-4576-9190-c0c38576746b,Background,"Educational/School Psychology,Developmental Psychology",
64825b7af399ed82b8033ccf,Please introduce yourself to everyone.,347aad05-b9b6-4576-9190-c0c38576746b,Background,Social Psychology,
64825b7af399ed82b8033cd4,Was there a specific circumstance during your medical school education or mentor that provided guidance that led to your decision to doing what you're doing now?,347aad05-b9b6-4576-9190-c0c38576746b,Background,"Educational/School Psychology,Developmental Psychology",
64825b7af399ed82b8033cd3,Can I hear a little of their background?,347aad05-b9b6-4576-9190-c0c38576746b,Background,Social Psychology,
64825b7af399ed82b8033cd2,What was your medical education like?,347aad05-b9b6-4576-9190-c0c38576746b,Background,"Educational/School Psychology,Developmental Psychology",
64825b7af399ed82b8033cd6,Why did you decide to become a doctor?,347aad05-b9b6-4576-9190-c0c38576746b,Background,"Developmental Psychology,Social Psychology",
64825b7af399ed82b8033cd1,Introduce yourself.,347aad05-b9b6-4576-9190-c0c38576746b,Background,Social Psychology,
64825b7af399ed82b8033cd5,If you hadn't gone into medicine what profession would you have chosen?,347aad05-b9b6-4576-9190-c0c38576746b,Background,"Developmental Psychology,Social Psychology",
64825b7af399ed82b8033cd7,Where do you live?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033cd8,Where were you born?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033cda,How do you think immersive conversation technology can help medical education?,9bec66e8-480c-4643-bf3a-6ed94d8a3215,Fourth Wall,"Educational/School Psychology,Human Factors and Engineering Psychology",
64825b7af399ed82b8033cd9,How do you feel about being recorded and being able to answer questions from people you haven't met?,9bec66e8-480c-4643-bf3a-6ed94d8a3215,Fourth Wall,"Social Psychology,Health Psychology",
64825b7af399ed82b8033cdd,What do you like to do in your off-time?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033cde,What is your favorite color?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033ce0,What is your least favorite food?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033cdf,What is your favorite food?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033ce1,What foods are you allergic to?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,"Health Psychology,Social Psychology",
64825b7af399ed82b8033ce2,Are you married?,e631c3f6-dd70-4315-8aac-910b97a0b1b2,Family,Social Psychology,
64825b7af399ed82b8033ce3,Do you have any children?,e631c3f6-dd70-4315-8aac-910b97a0b1b2,Family,Social Psychology,
64825b7af399ed82b8033ce5,What kinds of books do you like to read?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033ce4,What kinds of places do you like to travel?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033ce6,What is your favorite book of all time?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033ce7,"If you could learn any language in the world, what would it be? Why?",e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,"Educational/School Psychology,Social Psychology",
64825b7af399ed82b8033ce8,What is your favorite movie?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033cec,Where did you go to college?,347aad05-b9b6-4576-9190-c0c38576746b,Background,"Educational/School Psychology,Social Psychology",
64825b7af399ed82b8033cf3,Tell me a story about a time you had to use your greatest strength to overcome a challenge.,49273644-7bc8-438c-b5c9-a46d514d8284,Stories,"Developmental Psychology,Social Psychology",
64825b7af399ed82b8033cee,What is your favorite holiday? Why?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033cf4,Tell me about scabies?,1718a914-d7c1-4c57-95ff-7cacdac3f39a,Scabies,"Health Psychology,Clinical Psychology",
64825b7af399ed82b8033ce9,What's your favorite thing to do when you are relaxing?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,"Health Psychology,Social Psychology",
64825b7af399ed82b8033ced,What did you major in in college?,347aad05-b9b6-4576-9190-c0c38576746b,Background,"Educational/School Psychology,Developmental Psychology",
64825b7af399ed82b8033cea,What do you and your friends like to do on a typical weekend?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033cef,What are the three things you most want to do before you die?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,"Developmental Psychology,Social Psychology",
64825b7af399ed82b8033cf1,What is your favorite joke?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033ceb,What are your pet peeves?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033cf0,What's one thing that people are always surprised to learn about you? Why are they surprised?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033cf2,What is your favorite music?,e6ca9a74-e788-495c-a2d5-a5b7f0510739,Personal,Social Psychology,
64825b7af399ed82b8033cf5,Who can be infested by scabies?,1718a914-d7c1-4c57-95ff-7cacdac3f39a,Scabies,"Health Psychology,Developmental Psychology",
64825b7af399ed82b8033cf8,How do I know if there is secondary infection in my patient with scabies?,1718a914-d7c1-4c57-95ff-7cacdac3f39a,Scabies,"Health Psychology,Clinical Psychology",
64825b7af399ed82b8033cf7,What's a neglected-did you say neglected tropical disease?,1718a914-d7c1-4c57-95ff-7cacdac3f39a,Scabies,"Health Psychology,Social Psychology",
64825b7af399ed82b8033cf6,What is the prevalence of scabies worldwide?,1718a914-d7c1-4c57-95ff-7cacdac3f39a,Scabies,"Health Psychology,Quantitative Psychology",
64825b7af399ed82b8033cf9,Can you treat scabies empirically without confirming a diagnosis?,d743e658-2bf6-41f6-b154-7eba66a2ce1f,Treatment,"Clinical Psychology,Health Psychology",
64825b7af399ed82b8033cfb,Why is the itch so severe?,1718a914-d7c1-4c57-95ff-7cacdac3f39a,Scabies,"Health Psychology,Clinical Psychology",
64825b7af399ed82b8033cfa,Is the itch from scabies as bad as patients describe?,1718a914-d7c1-4c57-95ff-7cacdac3f39a,Scabies,"Health Psychology,Clinical Psychology",
64825b7af399ed82b8033cff,How can scabies be transmitted?,963e79b4-c8f4-4c1a-8fd9-f4fbb7341a56,Diagnosis,"Health Psychology,Social Psychology",
64825b7af399ed82b8033cfe,What are key signs of the manifestation of scabies in children?,963e79b4-c8f4-4c1a-8fd9-f4fbb7341a56,Diagnosis,"Developmental Psychology,Health Psychology",
64825b7af399ed82b8033d01,Why is scabies so difficult to diagnose?,963e79b4-c8f4-4c1a-8fd9-f4fbb7341a56,Diagnosis,"Clinical Psychology,Health Psychology",
64825b7af399ed82b8033cfc,Is crusted scabies the same as Norwegian scabies?,1718a914-d7c1-4c57-95ff-7cacdac3f39a,Scabies,"Health Psychology,Clinical Psychology",
64825b7af399ed82b8033d02,"You said that crusted scabies, you can get up to ten million or fifteen million, how do you get from fifteen mites to fifteen million mites?",1718a914-d7c1-4c57-95ff-7cacdac3f39a,Scabies,"Health Psychology,Quantitative Psychology",
64825b7af399ed82b8033d00,What is a fomite?,635e7f36-4472-4809-b4fe-e0458f27e4a4,General,"Health Psychology,Social Psychology",
64825b7af399ed82b8033d03,"You mentioned dermascopy, what is that?",963e79b4-c8f4-4c1a-8fd9-f4fbb7341a56,Diagnosis,"Clinical Psychology,Health Psychology",
64825b7af399ed82b8033d04,"What's the best way to visualize mites, eggs, and feces, Doctor?",963e79b4-c8f4-4c1a-8fd9-f4fbb7341a56,Diagnosis,"Clinical Psychology,Health Psychology",
64825b7af399ed82b8033cfd,Where on the body are scabies mites typically found?,963e79b4-c8f4-4c1a-8fd9-f4fbb7341a56,Diagnosis,"Health Psychology,Clinical Psychology",
64825b7af399ed82b8033d05,What's a burrow?,963e79b4-c8f4-4c1a-8fd9-f4fbb7341a56,Diagnosis,"Health Psychology,Clinical Psychology",
64825b7af399ed82b8033d06,What is the delta wing jet sign?,963e79b4-c8f4-4c1a-8fd9-f4fbb7341a56,Diagnosis,"Clinical Psychology,Health Psychology",
64825b7af399ed82b8033d07,What happens if you can't find a burrow?,963e79b4-c8f4-4c1a-8fd9-f4fbb7341a56,Diagnosis,"Clinical Psychology,Health Psychology",
64825b7af399ed82b8033d08,"Doctor, how many mites are on a typical case of scabies?",963e79b4-c8f4-4c1a-8fd9-f4fbb7341a56,Diagnosis,"Health Psychology,Quantitative Psychology",
64825b7af399ed82b8033d09,What is a mite?,1718a914-d7c1-4c57-95ff-7cacdac3f39a,Scabies,"Health Psychology,Clinical Psychology",
64825b7af399ed82b8033d0a,How big is a mite?,1718a914-d7c1-4c57-95ff-7cacdac3f39a,Scabies,"Health Psychology,Quantitative Psychology",
64825b7af399ed82b8033d0c,"Historically, what have the prescription treatment options been? (Do we want to point out what is FDA approved?)",d743e658-2bf6-41f6-b154-7eba66a2ce1f,Treatment,,
64825b7af399ed82b8033d0b,"Why is it important to treat every member of a household, and anyone who has had prolonged skin-to-skin contact with an infested person?",d743e658-2bf6-41f6-b154-7eba66a2ce1f,Treatment,,
64825b7af399ed82b8033d0d,Are there any over-the-counter medications for scabies?,d743e658-2bf6-41f6-b154-7eba66a2ce1f,Treatment,,
64825b7af399ed82b8033d10,What about the topical ivermectin for scabies?,d743e658-2bf6-41f6-b154-7eba66a2ce1f,Treatment,,
64825b7af399ed82b8033d0f,"I don't feel like I've seen much resistance to permethrin in my practice, have you?",d743e658-2bf6-41f6-b154-7eba66a2ce1f,Treatment,,
64825b7af399ed82b8033d11,What are the disadvantages of oral ivermectin?,d743e658-2bf6-41f6-b154-7eba66a2ce1f,Treatment,,
64825b7af399ed82b8033d0e,What are the advantages of using Permethrin 5%?,d743e658-2bf6-41f6-b154-7eba66a2ce1f,Treatment,,
